issue_id,user_id,issue_type,description,reported_date,status,priority,app_version
936,786,Network,App logs out automatically,2024-12-08 23:13:06,Open,Low,5.0.1
937,503,Other,App logs out automatically,2025-02-20 19:09:16,Open,Critical,5.8.0
938,476,Performance,Error message displayed incorrectly,2025-04-23 14:51:29,In Progress,Critical,1.7.4
939,875,Data Loss,Payment gateway fails at checkout,2025-06-30 21:37:42,In Progress,Medium,5.6.6
940,729,Network,Location services not detecting city,2025-05-17 03:07:26,Resolved,High,1.1.5
941,168,Crash,App logs out automatically,2025-01-20 08:28:06,In Progress,Medium,5.1.8
942,203,UI Bug,Keyboard hides input field on iOS,2024-10-24 00:02:04,Open,Critical,2.4.7
943,710,Network,Search results take too long to load,2024-10-06 08:15:37,In Progress,Low,1.2.7
944,958,Data Loss,UI elements overlap on small screen,2025-03-07 14:11:08,Open,Low,2.8.3
945,346,Data Loss,Push notifications show duplicate messages,2025-08-04 15:26:07,Resolved,Critical,2.0.1
946,412,UI Bug,Slow performance on home screen,2025-02-05 10:17:40,Resolved,Low,2.3.8
947,336,Network,Error message displayed incorrectly,2025-05-08 13:56:26,Resolved,Critical,3.4.4
948,725,UI Bug,Crash when switching app language,2025-08-09 14:49:22,In Progress,Low,4.5.7
949,339,Network,Push notifications show duplicate messages,2025-03-05 19:54:35,Open,Critical,4.4.1
950,704,Performance,Location services not detecting city,2025-06-17 15:45:06,Resolved,Low,3.4.8
951,833,Performance,App freezes after login,2025-05-16 12:39:30,Resolved,Low,2.5.9
952,472,Performance,Data not syncing with server,2024-10-08 11:25:58,Resolved,High,1.6.2
953,272,UI Bug,App logs out automatically,2024-10-09 05:41:54,Open,Medium,4.1.6
954,221,UI Bug,Search results take too long to load,2025-08-06 11:24:09,Resolved,High,5.0.0
955,640,Network,Error message displayed incorrectly,2025-03-03 01:20:10,Open,High,5.0.6
956,956,Network,App freezes after login,2024-10-03 18:20:17,In Progress,High,1.0.9
957,436,Other,Data lost after app update,2025-04-26 05:56:32,Resolved,Medium,1.0.2
958,640,Performance,Push notifications show duplicate messages,2024-12-16 14:06:55,In Progress,Low,3.4.6
959,803,Crash,UI elements overlap on small screen,2025-07-09 15:39:27,In Progress,Medium,4.8.3
960,832,Performance,Profile picture upload not working,2024-10-04 10:08:17,Resolved,Low,3.6.9
961,960,Other,Notifications are not received,2025-05-22 04:33:59,Open,Critical,4.2.5
962,454,Performance,Error message displayed incorrectly,2025-01-05 11:41:46,In Progress,Medium,5.6.0
963,903,UI Bug,App crashes when opening settings,2025-06-27 18:23:55,Resolved,Medium,2.2.2
964,194,Data Loss,App freezes after login,2024-09-11 19:45:50,In Progress,Critical,1.6.6
965,932,Data Loss,Error message displayed incorrectly,2025-04-29 02:14:50,Open,Medium,5.6.4
966,455,Performance,Notifications are not received,2025-06-17 06:38:10,Open,Low,1.4.9
967,871,UI Bug,App crashes when opening settings,2025-04-14 19:51:17,Open,Critical,1.7.6
968,30,Data Loss,Keyboard hides input field on iOS,2025-08-27 14:16:19,In Progress,High,5.8.3
969,643,UI Bug,Push notifications show duplicate messages,2024-12-26 03:37:39,In Progress,High,3.6.4
970,536,Other,UI elements overlap on small screen,2025-07-03 21:26:24,Open,Critical,3.6.9
971,193,Performance,UI elements overlap on small screen,2024-10-18 08:32:39,Open,Medium,2.5.7
972,633,Other,Search results take too long to load,2025-08-13 09:24:57,Open,Medium,2.5.2
973,629,Performance,Slow performance on home screen,2025-05-02 18:19:55,Resolved,High,4.5.5
974,729,Performance,Data lost after app update,2025-01-07 13:39:22,Resolved,Medium,3.3.1
975,775,Performance,Slow performance on home screen,2025-03-31 09:47:51,In Progress,Low,2.7.4
976,736,UI Bug,Slow performance on home screen,2024-10-12 04:46:36,Open,Medium,2.8.8
977,636,Crash,Data lost after app update,2024-12-29 03:06:06,Resolved,Low,3.5.4
978,762,Crash,Search results take too long to load,2024-10-10 22:02:53,Resolved,High,1.0.2
979,157,Crash,Login button not responding on Android,2024-11-07 12:30:22,Resolved,Medium,5.5.6
980,606,Other,Notifications are not received,2025-08-31 08:43:04,Resolved,High,3.1.9
981,886,Crash,Scrolling is not smooth,2025-04-09 21:05:35,In Progress,Low,1.2.2
982,902,UI Bug,App freezes after login,2024-11-16 20:13:04,In Progress,Medium,3.5.0
983,510,UI Bug,Payment gateway fails at checkout,2025-03-07 04:54:02,Resolved,Medium,1.0.0
984,181,Network,Payment gateway fails at checkout,2025-08-06 07:48:02,In Progress,Critical,3.9.8
985,525,UI Bug,Search results take too long to load,2025-08-20 11:14:36,Open,High,2.7.2
986,485,Data Loss,Location services not detecting city,2025-07-27 01:42:45,In Progress,Medium,4.5.0
987,722,Other,Slow performance on home screen,2025-02-13 17:44:38,Open,Critical,2.4.1
988,555,Crash,Error message displayed incorrectly,2025-08-24 20:15:33,In Progress,Critical,2.2.2
989,524,Network,Error message displayed incorrectly,2025-03-11 00:24:45,Open,Low,1.7.1
990,323,Network,App logs out automatically,2025-01-25 14:26:20,Resolved,High,5.1.5
991,532,Data Loss,App crashes when opening settings,2025-07-23 14:49:59,Resolved,Medium,4.6.1
992,97,UI Bug,UI elements overlap on small screen,2025-02-18 20:55:51,Resolved,High,1.3.5
993,558,Data Loss,App freezes after login,2025-02-22 00:14:04,Resolved,High,4.9.8
994,389,Network,App crashes when opening settings,2025-02-10 07:28:49,In Progress,Critical,2.5.3
995,386,Data Loss,Location services not detecting city,2025-07-27 15:01:51,Resolved,High,1.9.3
996,43,Data Loss,Push notifications show duplicate messages,2024-12-06 14:41:24,In Progress,Critical,4.2.7
997,126,Data Loss,App freezes after login,2024-10-17 09:53:58,In Progress,Low,4.5.5
998,207,Performance,App freezes after login,2025-01-18 11:32:24,In Progress,High,3.5.9
999,266,Network,Payment gateway fails at checkout,2024-11-11 06:28:07,In Progress,High,1.4.5
1000,117,Crash,App logs out automatically,2024-10-21 22:46:08,In Progress,High,3.5.0
1001,24,Performance,Data lost after app update,2025-03-17 03:39:28,Resolved,High,4.9.8
1002,939,Other,Location services not detecting city,2024-12-09 21:45:37,Open,Critical,3.5.1
1003,183,Crash,Crash when switching app language,2024-10-11 04:42:48,In Progress,High,1.5.0
1004,107,Crash,Scrolling is not smooth,2024-11-09 01:14:47,Resolved,Medium,4.3.1
1005,574,Network,Location services not detecting city,2025-02-08 08:16:06,Open,Critical,4.4.4
1006,922,Data Loss,Crash when switching app language,2025-07-09 04:46:21,In Progress,Medium,1.3.3
1007,340,Data Loss,Notifications are not received,2025-05-17 00:55:40,Resolved,Medium,5.0.6
1008,412,Crash,App version mismatch after update,2025-07-22 09:09:14,Resolved,Medium,1.7.7
1009,48,Performance,Login button not responding on Android,2025-04-20 10:26:59,In Progress,Critical,1.4.0
1010,220,Network,Dark mode not applied on some screens,2025-08-15 22:48:54,Open,Critical,2.4.8
1011,453,Crash,Push notifications show duplicate messages,2025-02-10 19:42:25,Resolved,Critical,2.1.1
1012,819,UI Bug,Error message displayed incorrectly,2025-06-25 13:11:49,Open,Medium,1.0.9
1013,714,UI Bug,Payment gateway fails at checkout,2024-10-08 00:10:34,Resolved,High,3.6.8
1014,200,Performance,Dark mode not applied on some screens,2025-03-22 01:38:32,Open,Critical,4.8.7
1015,765,UI Bug,Location services not detecting city,2025-02-17 08:50:35,In Progress,Low,2.4.8
1016,352,Crash,Location services not detecting city,2025-02-15 02:20:17,In Progress,Low,4.3.1
1017,758,UI Bug,Search results take too long to load,2024-09-15 18:55:38,Resolved,Low,5.7.5
1018,162,Performance,Push notifications show duplicate messages,2024-10-09 16:03:33,Resolved,Low,1.1.1
1019,797,Crash,Notifications are not received,2025-01-27 08:56:14,Resolved,Low,5.2.8
1020,578,UI Bug,Slow performance on home screen,2024-11-08 19:44:39,In Progress,Low,5.4.3
1021,989,UI Bug,Data not syncing with server,2025-08-17 03:52:34,Resolved,Low,3.8.2
1022,817,Network,Payment gateway fails at checkout,2025-06-03 21:10:22,Open,Medium,3.4.7
1023,481,UI Bug,App crashes when opening settings,2025-04-25 06:40:52,In Progress,High,5.9.3
1024,694,Data Loss,App crashes when opening settings,2025-01-12 13:08:36,Open,High,2.0.6
1025,775,UI Bug,Crash when switching app language,2024-09-07 15:45:43,Resolved,Low,3.6.3
1026,718,Data Loss,App freezes after login,2025-07-05 08:12:38,Resolved,Critical,3.4.2
1027,861,Other,Error message displayed incorrectly,2025-02-01 14:12:26,Resolved,Critical,4.6.4
1028,840,UI Bug,Data lost after app update,2025-05-08 00:03:22,Open,High,1.3.5
1029,774,Crash,UI elements overlap on small screen,2025-06-05 00:15:40,In Progress,Low,3.9.4
1030,123,Other,Data not syncing with server,2025-07-03 10:46:08,Resolved,High,5.0.5
1031,895,UI Bug,App crashes when opening settings,2024-10-03 02:46:55,Open,Medium,2.7.1
1032,573,Crash,App logs out automatically,2025-04-13 20:24:19,Open,Medium,2.0.5
1033,951,Data Loss,Keyboard hides input field on iOS,2025-04-13 21:54:17,In Progress,Low,2.6.4
1034,604,Crash,Payment gateway fails at checkout,2025-03-31 05:06:47,In Progress,Critical,2.3.5
1035,313,Performance,Payment gateway fails at checkout,2024-12-20 23:05:50,In Progress,High,3.5.7
1036,279,Network,Data lost after app update,2025-08-19 18:09:10,Resolved,Medium,4.3.0
1037,245,Crash,Crash when switching app language,2025-05-25 14:39:22,Open,Critical,4.2.3
1038,388,UI Bug,Error message displayed incorrectly,2025-05-23 05:46:38,In Progress,Low,4.7.3
1039,505,UI Bug,Notifications are not received,2025-03-23 02:13:17,Open,High,1.8.1
1040,253,Network,Payment gateway fails at checkout,2024-09-25 14:50:48,Resolved,Medium,3.9.6
1041,886,Performance,Data lost after app update,2024-12-08 03:58:54,Open,Critical,3.2.8
1042,493,UI Bug,Scrolling is not smooth,2024-09-27 03:00:18,Open,Medium,2.4.8
1043,942,Crash,App crashes when opening settings,2025-05-20 04:26:04,Resolved,Critical,1.2.8
1044,730,Data Loss,UI elements overlap on small screen,2025-06-13 21:52:29,In Progress,High,3.7.9
1045,957,Performance,Data not syncing with server,2025-04-22 03:34:32,Open,Critical,1.0.5
1046,773,UI Bug,Keyboard hides input field on iOS,2025-06-09 20:30:56,In Progress,Low,2.7.2
1047,264,UI Bug,Push notifications show duplicate messages,2025-03-27 10:47:30,In Progress,Critical,1.1.7
1048,315,UI Bug,Dark mode not applied on some screens,2025-04-19 02:50:21,Resolved,Low,1.6.4
1049,265,Other,UI elements overlap on small screen,2024-09-12 03:24:05,Open,Low,4.9.0
1050,417,Data Loss,Scrolling is not smooth,2024-11-18 23:16:26,Resolved,Low,2.3.1
1051,641,Crash,Search results take too long to load,2024-09-18 08:15:41,Resolved,High,5.0.2
1052,871,Data Loss,Location services not detecting city,2025-01-23 15:42:31,Resolved,Low,4.6.5
1053,578,Data Loss,Error message displayed incorrectly,2024-11-05 08:41:28,Open,High,1.9.6
1054,929,UI Bug,Location services not detecting city,2025-04-18 12:24:26,In Progress,Low,4.8.3
1055,324,Performance,Profile picture upload not working,2025-03-20 04:24:32,Open,Critical,3.6.4
1056,785,Crash,Error message displayed incorrectly,2025-04-29 16:37:17,In Progress,Critical,5.6.4
1057,531,Performance,Scrolling is not smooth,2025-07-06 04:42:10,Resolved,Low,2.4.5
1058,159,Data Loss,App freezes after login,2025-02-22 05:49:26,Resolved,Medium,1.3.7
1059,544,Other,Data not syncing with server,2024-10-02 17:32:36,Resolved,High,3.5.2
1060,822,UI Bug,Data not syncing with server,2025-08-20 10:12:39,Open,Low,1.6.1
1061,848,UI Bug,Data lost after app update,2024-10-06 17:20:10,Resolved,Medium,1.4.7
1062,724,Crash,Push notifications show duplicate messages,2024-11-23 10:40:40,In Progress,Medium,3.6.5
1063,67,Other,UI elements overlap on small screen,2025-04-21 15:34:40,In Progress,Low,1.7.3
1064,887,Network,App freezes after login,2025-04-15 22:03:28,Resolved,Low,3.0.1
1065,359,Other,Slow performance on home screen,2024-12-21 03:12:39,In Progress,High,4.8.9
1066,164,Crash,Data not syncing with server,2025-01-20 17:23:35,Resolved,Critical,5.3.9
1067,896,UI Bug,Search results take too long to load,2025-02-11 10:52:56,In Progress,Low,2.0.4
1068,289,UI Bug,Crash when switching app language,2025-08-08 22:24:58,Resolved,High,1.6.5
1069,472,Network,Crash when switching app language,2024-09-15 01:28:17,Resolved,Critical,3.4.2
1070,574,Crash,App crashes when opening settings,2024-12-06 05:53:50,Resolved,Medium,3.1.9
1071,926,Data Loss,Crash when switching app language,2025-08-14 19:11:02,Resolved,High,4.4.5
1072,870,Other,Slow performance on home screen,2024-09-13 23:39:22,Resolved,Critical,1.3.2
1073,313,Other,Dark mode not applied on some screens,2025-02-06 19:51:15,Resolved,Critical,5.2.3
1074,940,Data Loss,Push notifications show duplicate messages,2024-10-15 04:39:17,In Progress,Low,2.0.2
1075,722,UI Bug,App version mismatch after update,2024-10-15 08:07:19,In Progress,Critical,1.1.3
1076,958,Network,Slow performance on home screen,2025-03-06 00:09:18,In Progress,Medium,3.8.9
1077,660,Other,Payment gateway fails at checkout,2025-08-04 10:08:35,In Progress,Low,4.9.4
1078,229,Network,App logs out automatically,2024-11-14 02:53:49,Resolved,High,3.1.5
1079,818,Other,App version mismatch after update,2025-07-27 09:30:31,Open,High,2.1.6
1080,396,Data Loss,Crash when switching app language,2025-06-18 10:42:40,In Progress,Medium,4.3.9
1081,917,Crash,App crashes when opening settings,2024-10-22 17:05:27,In Progress,Low,5.3.2
1082,432,UI Bug,App freezes after login,2025-06-27 11:06:21,Resolved,High,5.2.7
1083,196,Network,Keyboard hides input field on iOS,2024-12-17 19:41:14,Resolved,High,2.3.2
1084,178,Other,Login button not responding on Android,2024-12-02 09:30:59,In Progress,Critical,3.4.5
1085,77,Other,Notifications are not received,2025-08-06 19:59:12,Resolved,Medium,3.1.1
1086,83,UI Bug,App logs out automatically,2025-01-11 22:23:10,Resolved,Medium,3.3.7
1087,361,Crash,Search results take too long to load,2024-12-03 06:45:38,Open,Low,4.6.0
1088,70,Network,App freezes after login,2024-10-24 07:40:23,In Progress,Low,2.1.8
1089,640,Performance,Crash when switching app language,2025-03-23 15:03:16,Resolved,Critical,3.7.7
1090,211,Crash,UI elements overlap on small screen,2025-03-12 07:23:11,In Progress,Medium,1.8.1
1091,217,Other,Payment gateway fails at checkout,2024-12-30 11:02:53,Resolved,Medium,4.1.3
1092,657,UI Bug,Data not syncing with server,2025-07-16 19:43:24,Open,High,3.1.7
1093,878,Performance,Scrolling is not smooth,2025-02-01 06:02:03,Resolved,Low,1.9.8
1094,354,Performance,Search results take too long to load,2024-11-20 14:44:45,Resolved,Critical,2.9.2
1095,860,UI Bug,Push notifications show duplicate messages,2024-10-30 17:12:00,Open,Low,2.3.7
1096,495,Other,App logs out automatically,2025-02-22 18:54:05,Resolved,Low,3.6.1
1097,415,Data Loss,Location services not detecting city,2025-04-03 16:59:28,Open,Low,2.4.5
1098,523,Crash,Payment gateway fails at checkout,2024-11-05 21:13:06,Resolved,High,2.3.0
1099,307,Crash,UI elements overlap on small screen,2025-06-04 20:27:52,Resolved,Medium,1.1.3
1100,247,Performance,Location services not detecting city,2025-01-27 12:46:12,Open,Medium,4.2.6
1101,809,Data Loss,Crash when switching app language,2025-07-24 05:03:49,Resolved,Low,1.8.8
1102,6,Network,Data lost after app update,2024-09-20 06:01:21,In Progress,High,2.6.4
1103,334,Network,Login button not responding on Android,2024-09-25 16:52:38,Resolved,High,3.1.9
1104,133,Performance,Slow performance on home screen,2025-08-03 18:39:34,Open,Critical,2.9.1
1105,188,Network,Login button not responding on Android,2025-06-04 06:01:05,Open,Low,5.9.2
1106,194,Crash,Login button not responding on Android,2024-12-25 00:49:45,Resolved,Medium,3.4.8
1107,39,Other,Search results take too long to load,2025-07-17 00:26:01,Resolved,Low,4.5.1
1108,346,UI Bug,Slow performance on home screen,2025-09-04 08:44:10,Open,Medium,4.4.0
1109,43,Other,Scrolling is not smooth,2024-11-24 20:13:30,Open,High,2.4.8
1110,565,Crash,Scrolling is not smooth,2025-07-01 00:40:46,In Progress,High,2.7.6
1111,968,UI Bug,Data not syncing with server,2024-11-21 21:22:43,Resolved,Medium,2.9.5
1112,748,UI Bug,Login button not responding on Android,2025-05-02 21:29:10,Resolved,Low,4.6.8
1113,143,Data Loss,Keyboard hides input field on iOS,2025-08-17 15:07:00,Open,Medium,3.9.8
1114,125,Other,Data lost after app update,2025-01-07 10:23:20,In Progress,Medium,4.6.1
1115,894,Data Loss,Data not syncing with server,2025-02-03 22:56:41,Resolved,Critical,1.2.7
1116,687,Performance,Payment gateway fails at checkout,2025-04-10 04:29:37,Open,Low,2.6.1
1117,529,Data Loss,Payment gateway fails at checkout,2024-10-19 08:45:14,Open,Critical,1.7.3
1118,200,Performance,Profile picture upload not working,2025-04-20 06:16:42,Open,Critical,5.6.9
1119,860,Other,App logs out automatically,2025-04-05 13:16:30,In Progress,Low,3.2.3
1120,703,Data Loss,Location services not detecting city,2025-07-26 19:45:49,In Progress,Critical,1.7.2
1121,493,Other,Profile picture upload not working,2025-07-21 20:44:00,Open,Low,5.8.5
1122,182,Data Loss,App logs out automatically,2025-09-02 11:09:03,Resolved,High,1.3.3
1123,338,Network,Crash when switching app language,2025-06-06 22:15:31,Resolved,Low,5.0.8
1124,968,Performance,Keyboard hides input field on iOS,2025-02-09 05:13:52,Resolved,Medium,5.0.7
